,remote_changes
307,"[{'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
308,[]
309,[]
310,"[{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
311,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
312,"[{'score': 0.513082, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.809841, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
313,"[{'score': 0.656727, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
314,[]
315,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
316,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
317,[]
318,"[{'score': 0.85591, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.977459, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
319,"[{'score': 0.525923, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.703409, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
320,"[{'score': 0.68097, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.72969, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
321,[]
323,"[{'score': 0.847578, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
324,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
325,"[{'score': 0.895772, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
326,"[{'score': 0.814556, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.876553, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
327,[]
328,"[{'score': 0.904038, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
329,"[{'score': 0.773514, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
330,[]
331,"[{'score': 0.51635, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
332,"[{'score': 0.504736, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
333,"[{'score': 0.73786, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
334,[]
335,"[{'score': 0.599421, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.727988, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
336,"[{'score': 0.79365, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
337,[]
338,"[{'score': 0.932977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
339,"[{'score': 0.675596, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
340,"[{'score': 0.61936, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.993066, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.878204, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
341,"[{'score': 0.880435, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
342,"[{'score': 0.680304, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.873089, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
343,"[{'score': 0.923569, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
344,"[{'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
345,"[{'score': 0.574817, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
346,"[{'score': 0.558039, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.789226, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.929502, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
347,[]
348,[]
349,"[{'score': 0.540763, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.683595, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.670352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
350,[]
351,"[{'score': 0.534832, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.879695, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.659664, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
352,[]
353,"[{'score': 0.937821, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
354,"[{'score': 0.61531, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
355,"[{'score': 0.88183, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
356,[]
357,[]
358,"[{'score': 0.776419, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
359,"[{'score': 0.673057, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.874714, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
360,"[{'score': 0.896021, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
361,"[{'score': 0.61784, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.858259, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
362,"[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
363,"[{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
364,"[{'score': 0.617026, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.924421, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
365,"[{'score': 0.637158, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
366,"[{'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
367,[]
368,[]
369,"[{'score': 0.645985, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.895415, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
370,[]
371,[]
372,[]
373,[]
374,"[{'score': 0.731761, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.862286, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
375,[]
376,[]
377,[]
378,[]
379,"[{'score': 0.842906, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.645985, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.631014, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
380,"[{'score': 0.833309, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.784247, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
381,"[{'score': 0.57845, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
382,"[{'score': 0.543112, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.905748, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
383,"[{'score': 0.804675, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.87232, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
384,"[{'score': 0.606101, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.709321, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
385,"[{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
386,"[{'score': 0.607175, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.642407, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
387,"[{'score': 0.836713, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.888766, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
388,"[{'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
389,"[{'score': 0.994551, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
390,"[{'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
391,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
392,
393,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
394,"[{'score': 0.909883, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
395,"[{'score': 0.56254, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.73677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
396,"[{'score': 0.508363, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.704683, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
397,"[{'score': 0.962182, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
398,"[{'score': 0.786013, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
399,"[{'score': 0.776145, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.966403, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.732942, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
400,"[{'score': 0.786225, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.539235, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
401,"[{'score': 0.524926, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.664451, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
402,[]
403,"[{'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
404,[]
405,"[{'score': 0.501144, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
406,[]
407,"[{'score': 0.534455, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
408,"[{'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
409,"[{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
410,"[{'score': 0.930128, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.907585, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
411,[]
412,"[{'score': 0.544262, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
413,[]
414,[]
415,"[{'score': 0.732714, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.817737, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.926346, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
417,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
418,"[{'score': 0.598625, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
419,"[{'score': 0.70123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
420,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
421,"[{'score': 0.560944, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
422,"[{'score': 0.612258, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.780034, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
423,"[{'score': 0.830561, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
424,[]
425,"[{'score': 0.619781, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.966189, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.908434, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
426,[]
427,"[{'score': 0.60456, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
428,"[{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
429,"[{'score': 0.940414, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
430,"[{'score': 0.743104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
432,"[{'score': 0.595915, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.944845, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.720783, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
433,"[{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
434,"[{'score': 0.66105, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.91961, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
435,"[{'score': 0.793239, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
436,"[{'score': 0.595879, 'tone_id': 'fear', 'tone_name': 'Fear'}]"
437,[]
438,[]
439,[]
440,"[{'score': 0.963079, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
441,"[{'score': 0.574043, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.818141, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
442,[]
443,"[{'score': 0.914626, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
444,"[{'score': 0.740869, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
445,[]
446,[]
447,[]
448,"[{'score': 0.606607, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
449,[]
450,"[{'score': 0.717068, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.825187, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
451,[]
452,"[{'score': 0.895415, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
453,[]
454,"[{'score': 0.707099, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.827997, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
455,"[{'score': 0.636781, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
456,"[{'score': 0.773598, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
457,[]
458,"[{'score': 0.97759, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
459,"[{'score': 0.962247, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
460,[]
461,[]
462,"[{'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
463,"[{'score': 0.901894, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
464,"[{'score': 0.563314, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
465,"[{'score': 0.571918, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
466,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
467,"[{'score': 0.769871, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
468,[]
469,"[{'score': 0.649206, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842574, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
470,"[{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
471,"[{'score': 0.770849, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.848022, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
472,"[{'score': 0.780034, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.944687, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
473,"[{'score': 0.793846, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
474,"[{'score': 0.645985, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.904038, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
475,"[{'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
476,"[{'score': 0.798791, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.784247, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
477,"[{'score': 0.600974, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.541591, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.78619, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
478,"[{'score': 0.659623, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.737834, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
479,[]
480,"[{'score': 0.908592, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
481,"[{'score': 0.613717, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
482,[]
483,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
484,"[{'score': 0.637713, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
485,"[{'score': 0.618651, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.848028, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.798695, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
486,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
487,"[{'score': 0.868982, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
488,"[{'score': 0.720783, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.818552, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
489,"[{'score': 0.91171, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
490,[]
491,"[{'score': 0.646417, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
492,"[{'score': 0.560944, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.636458, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
493,"[{'score': 0.60779, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
494,"[{'score': 0.970179, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
495,"[{'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
496,[]
497,"[{'score': 0.649, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.790199, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
498,"[{'score': 0.670204, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
499,"[{'score': 0.678235, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
500,"[{'score': 0.857009, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.99699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
501,"[{'score': 0.824211, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.609997, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
502,"[{'score': 0.91961, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
503,"[{'score': 0.694442, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.966403, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
504,"[{'score': 0.970179, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
505,"[{'score': 0.646618, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.895415, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
506,"[{'score': 0.73677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
507,"[{'score': 0.604686, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.941308, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
508,"[{'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.828638, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
509,"[{'score': 0.582445, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
510,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
511,"[{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
512,"[{'score': 0.638745, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.778006, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
513,"[{'score': 0.832183, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.628633, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
514,"[{'score': 0.755836, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
515,"[{'score': 0.649539, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.635197, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
516,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
517,
518,"[{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
519,"[{'score': 0.989256, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.838139, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
520,"[{'score': 0.726459, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
521,"[{'score': 0.571918, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
522,"[{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
523,"[{'score': 0.970179, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
524,[]
525,"[{'score': 0.596079, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
526,"[{'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
527,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
528,"[{'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
529,"[{'score': 0.566769, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.534455, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
530,"[{'score': 0.862286, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
531,[]
532,[]
533,"[{'score': 0.675602, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
534,"[{'score': 0.594059, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
