,why_mode
323,"[{'score': 0.78725, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.963473, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.781683, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
324,"[{'score': 0.727988, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.705784, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
325,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
326,[]
327,"[{'score': 0.536091, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.918711, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.668742, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
328,"[{'score': 0.929993, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
329,"[{'score': 0.803021, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.918203, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.911392, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
330,
331,"[{'score': 0.827415, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
332,[]
333,"[{'score': 0.880435, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
334,"[{'score': 0.567195, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
335,"[{'score': 0.667732, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.539235, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
336,[]
337,"[{'score': 0.578211, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
338,"[{'score': 0.642016, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
339,"[{'score': 0.570407, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
340,
341,"[{'score': 0.689802, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.994057, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
342,"[{'score': 0.598602, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
343,[]
344,"[{'score': 0.727113, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
345,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
346,"[{'score': 0.947089, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.918203, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
347,"[{'score': 0.952933, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
348,"[{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
349,"[{'score': 0.505115, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.827997, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
350,
351,"[{'score': 0.524801, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.985401, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
352,[]
353,[]
354,"[{'score': 0.880435, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
355,"[{'score': 0.548465, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
356,"[{'score': 0.773666, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
357,[]
358,"[{'score': 0.735514, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.770435, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.786126, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
359,"[{'score': 0.957459, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.877926, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
360,"[{'score': 0.822511, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.776186, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
361,"[{'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
362,"[{'score': 0.965509, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
363,"[{'score': 0.683195, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
364,"[{'score': 0.901894, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
365,
366,[]
367,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
368,"[{'score': 0.627835, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
369,"[{'score': 0.772885, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.874372, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
370,"[{'score': 0.726802, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
371,[]
372,"[{'score': 0.522382, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.751891, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.904127, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
373,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
374,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
375,
376,
377,"[{'score': 0.916265, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
378,
379,"[{'score': 0.876898, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
380,[]
381,"[{'score': 0.64526, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
382,[]
383,"[{'score': 0.523822, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.689503, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
384,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
385,"[{'score': 0.729268, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.635961, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
386,"[{'score': 0.930272, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
387,"[{'score': 0.857009, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.902459, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
388,"[{'score': 0.84639, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
389,"[{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
390,"[{'score': 0.532048, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
391,[]
392,
393,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
394,"[{'score': 0.940762, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
395,"[{'score': 0.577051, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.819034, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
396,"[{'score': 0.936902, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
397,[]
398,"[{'score': 0.827846, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.698904, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
399,"[{'score': 0.770435, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
400,"[{'score': 0.970179, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
401,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.874372, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
402,"[{'score': 0.539459, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
403,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
404,
405,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
406,[]
407,"[{'score': 0.536507, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.784247, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
408,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
409,"[{'score': 0.994446, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
410,[]
411,"[{'score': 0.997482, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
412,"[{'score': 0.510301, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.596122, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
413,"[{'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
414,[]
415,[]
417,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
418,"[{'score': 0.862286, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
419,"[{'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
420,"[{'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
421,"[{'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
422,"[{'score': 0.739895, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
423,"[{'score': 0.602279, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.756719, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.648781, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
424,[]
425,"[{'score': 0.565122, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.818552, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.931994, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
426,[]
427,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
428,[]
429,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
430,[]
432,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
433,[]
434,"[{'score': 0.808199, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
435,[]
436,"[{'score': 0.529695, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
437,[]
438,[]
439,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
440,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
441,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
442,"[{'score': 0.866434, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
443,"[{'score': 0.508051, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.961593, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
444,"[{'score': 0.75459, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
445,"[{'score': 0.851351, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
446,"[{'score': 0.91513, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
447,"[{'score': 0.5667, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
448,"[{'score': 0.614632, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.84639, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
449,[]
450,"[{'score': 0.516226, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.670204, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
451,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
452,
453,"[{'score': 0.901894, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
454,"[{'score': 0.5593, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.769461, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.86436, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
455,"[{'score': 0.736188, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
456,"[{'score': 0.59846, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.598448, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
457,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
458,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
459,"[{'score': 0.72754, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
460,
461,"[{'score': 0.619783, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
462,"[{'score': 0.521956, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.817737, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
463,
464,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
465,"[{'score': 0.501025, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.98445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.983475, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
466,"[{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
467,"[{'score': 0.616055, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.75131, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
468,
469,"[{'score': 0.64621, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
470,"[{'score': 0.63484, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
471,"[{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
472,"[{'score': 0.727022, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.874372, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
473,"[{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
474,"[{'score': 0.669237, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
475,[]
476,"[{'score': 0.705784, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
477,[]
478,"[{'score': 0.73677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
479,"[{'score': 0.677712, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
480,"[{'score': 0.898015, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
481,"[{'score': 0.66215, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
482,"[{'score': 0.963079, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.913755, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
483,[]
484,
485,[]
486,"[{'score': 0.61613, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
487,[]
488,"[{'score': 0.612214, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.851788, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.893882, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
489,
490,"[{'score': 0.862286, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
491,"[{'score': 0.977888, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
492,"[{'score': 0.775384, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
493,"[{'score': 0.821913, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
494,"[{'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
495,
496,"[{'score': 0.963079, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
497,"[{'score': 0.501447, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
498,"[{'score': 0.651688, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.908301, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
499,"[{'score': 0.904882, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
500,[]
501,"[{'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.821913, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
502,"[{'score': 0.708714, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.563696, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.853027, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
503,[]
504,"[{'score': 0.779757, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
505,"[{'score': 0.599725, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
506,"[{'score': 0.966403, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.787073, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
507,"[{'score': 0.747994, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
508,"[{'score': 0.775214, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.87232, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
509,"[{'score': 0.803567, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
510,[]
511,"[{'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
512,"[{'score': 0.698008, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
513,"[{'score': 0.911392, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
514,"[{'score': 0.676678, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
515,"[{'score': 0.901894, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
516,"[{'score': 0.971219, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
517,
518,"[{'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
519,"[{'score': 0.762674, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.724637, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
520,"[{'score': 0.730335, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
521,"[{'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
522,
523,"[{'score': 0.567218, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.935929, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
524,"[{'score': 0.595562, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
525,"[{'score': 0.634748, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.562529, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
526,"[{'score': 0.862286, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
527,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
528,
529,"[{'score': 0.50633, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.890188, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
530,
531,"[{'score': 0.809841, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.886448, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
532,[]
533,"[{'score': 0.565165, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.820755, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
534,"[{'score': 0.542922, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.932977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
535,
536,"[{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
537,[]
538,"[{'score': 0.561447, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.967657, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
539,"[{'score': 0.635828, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.828638, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
540,"[{'score': 0.538448, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
541,"[{'score': 0.526044, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.645985, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
542,"[{'score': 0.880435, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
543,"[{'score': 0.682459, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
544,
545,"[{'score': 0.703409, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
546,"[{'score': 0.778006, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
547,"[{'score': 0.769251, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.523822, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
548,[]
549,"[{'score': 0.508676, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
550,"[{'score': 0.93534, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
551,[]
552,[]
553,"[{'score': 0.574477, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
554,"[{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
555,
556,[]
557,"[{'score': 0.561164, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
558,"[{'score': 0.645674, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
559,"[{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
560,"[{'score': 0.53338, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.561417, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
561,
562,"[{'score': 0.848841, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
563,"[{'score': 0.975783, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
564,"[{'score': 0.781949, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
565,"[{'score': 0.523748, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
566,"[{'score': 0.597546, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
567,"[{'score': 0.614436, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.902459, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.875527, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
